video,frame,label
video (10).avi,255,0
video (10).avi,256,0
video (10).avi,257,0
video (10).avi,258,0
video (10).avi,259,0
video (10).avi,260,0
video (10).avi,261,0
video (10).avi,262,0
video (10).avi,263,0
video (10).avi,264,0
video (10).avi,265,0
video (10).avi,266,0
video (10).avi,267,0
video (10).avi,268,0
video (10).avi,269,0
video (10).avi,270,0
video (10).avi,271,0
video (10).avi,272,0
video (10).avi,273,0
video (10).avi,274,0
video (10).avi,275,0
video (10).avi,276,0
video (10).avi,277,0
video (10).avi,278,0
video (10).avi,279,0
video (10).avi,280,0
video (10).avi,281,0
video (10).avi,282,0
video (10).avi,283,0
video (10).avi,284,0
video (10).avi,285,0
video (10).avi,286,0
video (10).avi,287,0
video (10).avi,288,0
video (10).avi,289,0
video (10).avi,290,0
video (10).avi,291,0
video (10).avi,292,0
video (10).avi,293,0
video (10).avi,294,0
video (10).avi,295,0
video (10).avi,296,0
video (10).avi,297,0
video (10).avi,298,0
video (10).avi,299,0
video (10).avi,300,0
video (10).avi,301,0
video (10).avi,302,0
video (10).avi,303,0
video (10).avi,304,0
video (10).avi,305,0
video (10).avi,306,0
video (10).avi,307,0
video (10).avi,308,0
video (10).avi,309,0
video (10).avi,310,0
video (10).avi,311,0
video (10).avi,312,0
video (11).avi,1,0
video (11).avi,2,0
video (11).avi,3,0
video (11).avi,4,0
video (11).avi,5,0
video (11).avi,6,0
video (11).avi,7,0
video (11).avi,8,0
video (11).avi,9,0
video (11).avi,10,0
video (11).avi,11,0
video (11).avi,12,0
video (11).avi,13,0
video (11).avi,14,0
video (11).avi,15,0
video (11).avi,16,0
video (11).avi,17,0
video (11).avi,18,0
video (11).avi,19,0
video (11).avi,20,0
video (11).avi,21,0
video (11).avi,22,0
video (11).avi,23,0
video (11).avi,24,0
video (11).avi,25,0
video (11).avi,26,0
video (11).avi,27,0
video (11).avi,28,0
video (11).avi,29,0
video (11).avi,30,0
video (11).avi,31,0
video (11).avi,32,0
video (11).avi,33,0
video (11).avi,34,0
video (11).avi,35,0
video (11).avi,36,0
video (11).avi,37,0
video (11).avi,38,0
video (11).avi,39,0
video (11).avi,40,0
video (11).avi,41,0
video (11).avi,42,0
video (11).avi,43,0
video (11).avi,44,0
video (11).avi,45,0
video (11).avi,46,0
video (11).avi,47,0
video (11).avi,48,0
video (11).avi,49,0
video (11).avi,50,0
video (11).avi,51,0
video (11).avi,52,0
video (11).avi,53,0
video (11).avi,54,0
video (11).avi,55,0
video (11).avi,56,0
video (11).avi,57,0
video (11).avi,58,0
video (11).avi,59,0
video (11).avi,60,0
video (11).avi,61,0
video (11).avi,62,0
video (11).avi,63,0
video (11).avi,64,0
video (11).avi,65,0
video (11).avi,66,0
video (11).avi,67,0
video (11).avi,68,0
video (11).avi,69,0
video (11).avi,70,0
video (11).avi,71,0
video (11).avi,72,0
video (11).avi,73,0
video (11).avi,74,0
video (11).avi,75,0
video (11).avi,76,0
video (11).avi,77,0
video (11).avi,78,0
video (11).avi,79,0
video (11).avi,80,0
video (11).avi,81,0
video (11).avi,82,0
video (11).avi,83,0
video (11).avi,84,0
video (11).avi,85,0
video (11).avi,86,0
video (11).avi,87,0
video (11).avi,88,0
video (11).avi,89,0
video (11).avi,90,0
video (11).avi,91,0
video (11).avi,92,0
video (11).avi,93,0
video (11).avi,94,0
video (11).avi,95,0
video (11).avi,96,0
video (11).avi,97,0
video (11).avi,98,0
video (11).avi,99,0
video (11).avi,100,0
video (11).avi,101,0
video (11).avi,102,0
video (11).avi,103,0
video (11).avi,104,0
video (11).avi,105,0
video (11).avi,106,0
video (11).avi,107,0
video (11).avi,108,0
video (11).avi,109,0
video (11).avi,110,0
video (11).avi,111,0
video (11).avi,112,0
video (11).avi,113,0
video (11).avi,114,0
video (11).avi,115,0
video (11).avi,116,0
video (11).avi,117,0
video (11).avi,118,0
video (11).avi,119,0
video (11).avi,120,0
video (11).avi,121,0
video (11).avi,122,0
video (11).avi,123,0
video (11).avi,124,0
video (11).avi,125,0
video (11).avi,126,0
video (11).avi,127,0
video (11).avi,128,0
video (11).avi,129,0
video (11).avi,130,0
video (11).avi,131,0
video (11).avi,132,0
video (11).avi,133,0
video (11).avi,134,0
video (11).avi,135,0
video (11).avi,136,0
video (11).avi,137,0
video (11).avi,138,0
video (11).avi,139,0
video (11).avi,140,0
video (11).avi,141,0
video (11).avi,142,0
video (11).avi,143,0
video (11).avi,144,0
video (11).avi,145,0
video (11).avi,146,0
video (11).avi,147,0
video (11).avi,148,0
video (11).avi,149,0
video (11).avi,150,0
video (11).avi,151,0
video (11).avi,152,0
video (11).avi,153,0
video (11).avi,154,0
video (11).avi,155,0
video (11).avi,156,0
video (11).avi,157,0
video (11).avi,158,0
video (11).avi,159,0
video (11).avi,160,0
video (11).avi,161,0
video (11).avi,162,0
video (11).avi,163,0
video (11).avi,164,0
video (11).avi,165,0
video (11).avi,166,0
video (11).avi,167,0
video (11).avi,168,0
video (11).avi,169,0
video (11).avi,170,0
video (11).avi,171,0
video (11).avi,172,0
video (11).avi,173,0
video (11).avi,174,0
video (11).avi,175,0
video (11).avi,176,0
video (11).avi,177,0
video (11).avi,178,0
video (11).avi,179,0
video (11).avi,180,0
video (11).avi,181,0
video (11).avi,182,0
video (11).avi,183,0
video (11).avi,184,0
video (11).avi,185,0
video (11).avi,186,0
video (11).avi,187,0
video (11).avi,188,0
video (11).avi,189,0
video (11).avi,190,0
video (11).avi,191,0
video (11).avi,192,0
video (11).avi,193,0
video (11).avi,194,0
video (11).avi,195,0
video (11).avi,196,0
video (11).avi,197,0
video (11).avi,198,0
video (11).avi,199,0
video (11).avi,200,0
video (11).avi,201,0
video (11).avi,202,0
video (11).avi,203,0
video (11).avi,204,0
video (11).avi,205,0
video (11).avi,206,0
video (11).avi,207,0
video (11).avi,208,0
video (11).avi,209,0
video (11).avi,210,0
video (11).avi,211,0
video (11).avi,212,0
video (11).avi,213,0
video (11).avi,214,0
video (11).avi,215,0
video (11).avi,216,0
video (11).avi,217,0
video (11).avi,218,0
video (11).avi,219,0
video (11).avi,220,0
video (11).avi,221,0
video (11).avi,222,0
video (11).avi,223,0
video (11).avi,224,0
video (11).avi,225,0
video (11).avi,226,0
video (11).avi,227,0
video (11).avi,228,0
video (11).avi,229,0
video (11).avi,230,0
video (11).avi,231,0
video (11).avi,232,0
video (11).avi,233,0
video (11).avi,234,0
video (11).avi,235,0
video (11).avi,236,0
video (11).avi,237,0
video (11).avi,238,0
video (11).avi,239,0
video (11).avi,240,0
video (11).avi,241,0
video (11).avi,242,0
video (11).avi,243,0
video (11).avi,244,0
video (11).avi,245,0
video (11).avi,246,0
video (11).avi,247,0
video (11).avi,248,0
video (11).avi,249,0
video (11).avi,250,0
video (11).avi,251,0
video (11).avi,252,0
video (11).avi,253,0
video (11).avi,254,0
video (11).avi,255,0
video (11).avi,256,0
video (11).avi,257,0
video (11).avi,258,0
video (11).avi,259,0
video (11).avi,260,0
video (11).avi,261,0
video (11).avi,262,0
video (11).avi,263,0
video (11).avi,264,0
video (11).avi,265,0
video (11).avi,266,0
video (11).avi,267,0
video (11).avi,268,0
video (11).avi,269,0
video (11).avi,270,0
video (11).avi,271,0
video (11).avi,272,0
video (11).avi,273,0
video (11).avi,274,0
video (11).avi,275,0
video (11).avi,276,0
video (11).avi,277,0
video (11).avi,278,0
video (11).avi,279,0
video (11).avi,280,0
video (11).avi,281,0
video (11).avi,282,0
video (11).avi,283,0
video (11).avi,284,0
video (11).avi,285,0
video (11).avi,286,0
video (11).avi,287,0
video (11).avi,288,0
video (11).avi,289,0
video (11).avi,290,0
video (11).avi,291,0
video (11).avi,292,0
video (11).avi,293,0
video (11).avi,294,0
video (11).avi,295,0
video (11).avi,296,0
video (11).avi,297,0
video (11).avi,298,0
video (11).avi,299,0
video (11).avi,300,0
video (11).avi,301,0
video (11).avi,302,0
video (11).avi,303,0
video (11).avi,304,0
video (11).avi,305,0
video (11).avi,306,0
video (11).avi,307,0
video (11).avi,308,0
video (11).avi,309,0
video (11).avi,310,0
video (11).avi,311,0
video (11).avi,312,0
video (12).avi,1,0
video (12).avi,2,0
video (12).avi,3,0
video (12).avi,4,0
video (12).avi,5,0
video (12).avi,6,0
video (12).avi,7,0
video (12).avi,8,0
video (12).avi,9,0
video (12).avi,10,0
video (12).avi,11,0
video (12).avi,12,0
video (12).avi,13,0
video (12).avi,14,0
video (12).avi,15,0
video (12).avi,16,0
video (12).avi,17,0
video (12).avi,18,0
video (12).avi,19,0
video (12).avi,20,0
video (12).avi,21,0
video (12).avi,22,0
video (12).avi,23,0
video (12).avi,24,0
video (12).avi,25,0
video (12).avi,26,0
video (12).avi,27,0
video (12).avi,28,0
video (12).avi,29,0
video (12).avi,30,0
video (12).avi,31,0
video (12).avi,32,0
video (12).avi,33,0
video (12).avi,34,0
video (12).avi,35,0
video (12).avi,36,0
video (12).avi,37,0
video (12).avi,38,0
video (12).avi,39,0
video (12).avi,40,0
video (12).avi,41,0
video (12).avi,42,0
video (12).avi,43,0
video (12).avi,44,0
video (12).avi,45,0
video (12).avi,46,0
video (12).avi,47,0
video (12).avi,48,0
video (12).avi,49,0
video (12).avi,50,0
video (12).avi,51,0
video (12).avi,52,0
video (12).avi,53,0
video (12).avi,54,0
video (12).avi,55,0
video (12).avi,56,0
video (12).avi,57,0
video (12).avi,58,0
video (12).avi,59,0
video (12).avi,60,0
video (12).avi,61,0
video (12).avi,62,0
video (12).avi,63,0
video (12).avi,64,0
video (12).avi,65,0
video (12).avi,66,0
video (12).avi,67,0
video (12).avi,68,0
video (12).avi,69,0
video (12).avi,70,0
video (12).avi,71,0
video (12).avi,72,0
video (12).avi,73,0
video (12).avi,74,0
video (12).avi,75,0
video (12).avi,76,0
video (12).avi,77,0
video (12).avi,78,0
video (12).avi,79,0
video (12).avi,80,0
video (12).avi,81,0
video (12).avi,82,0
video (12).avi,83,0
video (12).avi,84,0
video (12).avi,85,0
video (12).avi,86,0
video (12).avi,87,0
video (12).avi,88,0
video (12).avi,89,0
video (12).avi,90,0
video (12).avi,91,0
video (12).avi,92,0
video (12).avi,93,0
video (12).avi,94,0
video (12).avi,95,0
video (12).avi,96,0
video (12).avi,97,0
video (12).avi,98,0
video (12).avi,99,0
video (12).avi,100,0
video (12).avi,101,0
video (12).avi,102,0
video (12).avi,103,0
video (12).avi,104,0
video (12).avi,105,0
video (12).avi,106,0
video (12).avi,107,0
video (12).avi,108,0
video (12).avi,109,0
video (12).avi,110,0
video (12).avi,111,0
video (12).avi,112,0
video (12).avi,113,0
video (12).avi,114,0
video (12).avi,115,0
video (12).avi,116,0
video (12).avi,117,0
video (12).avi,118,0
video (12).avi,119,0
video (12).avi,120,0
video (12).avi,121,0
video (12).avi,122,0
video (12).avi,123,0
video (12).avi,124,0
video (12).avi,125,0
video (12).avi,126,0
video (12).avi,127,0
video (12).avi,128,0
video (12).avi,129,0
video (12).avi,130,0
video (12).avi,131,0
video (12).avi,132,0
video (12).avi,133,0
video (12).avi,134,0
video (12).avi,135,0
video (12).avi,136,0
video (12).avi,137,0
video (12).avi,138,0
video (12).avi,139,0
video (12).avi,140,0
video (12).avi,141,0
video (12).avi,142,0
video (12).avi,143,0
video (12).avi,144,0
video (12).avi,145,0
video (12).avi,146,0
video (12).avi,147,0
video (12).avi,148,0
video (12).avi,149,0
video (12).avi,150,0
video (12).avi,151,0
video (12).avi,152,0
video (12).avi,153,0
video (12).avi,154,0
video (12).avi,155,0
video (12).avi,156,0
video (12).avi,157,0
video (12).avi,158,0
video (12).avi,159,0
video (12).avi,160,0
video (12).avi,161,0
video (12).avi,162,0
video (12).avi,163,0
video (12).avi,164,0
video (12).avi,165,0
video (12).avi,166,0
video (12).avi,167,0
video (12).avi,168,0
video (12).avi,169,0
video (12).avi,170,0
video (12).avi,171,0
video (12).avi,172,0
video (12).avi,173,0
video (12).avi,174,0
video (12).avi,175,0
video (12).avi,176,0
video (12).avi,177,0
video (12).avi,178,0
video (12).avi,179,0
video (12).avi,180,0
video (12).avi,181,0
video (12).avi,182,0
video (12).avi,183,0
video (12).avi,184,0
video (12).avi,185,0
video (12).avi,186,0
video (12).avi,187,0
video (12).avi,188,0
video (12).avi,189,0
video (12).avi,190,0
video (12).avi,191,0
video (12).avi,192,0
video (12).avi,193,0
video (12).avi,194,0
video (12).avi,195,0
video (12).avi,196,0
video (12).avi,197,0
video (12).avi,198,0
video (12).avi,199,0
video (12).avi,200,0
video (12).avi,201,0
video (12).avi,202,0
video (12).avi,203,0
video (12).avi,204,0
video (12).avi,205,0
video (12).avi,206,0
video (12).avi,207,0
video (12).avi,208,0
video (12).avi,209,0
video (12).avi,210,0
video (12).avi,211,0
video (12).avi,212,0
video (12).avi,213,0
video (12).avi,214,0
video (12).avi,215,0
video (12).avi,216,0
video (13).avi,1,0
video (13).avi,2,0
video (13).avi,3,0
video (13).avi,4,0
video (13).avi,5,0
video (13).avi,6,0
video (13).avi,7,0
video (13).avi,8,0
video (13).avi,9,0
video (13).avi,10,0
video (13).avi,11,0
video (13).avi,12,0
video (13).avi,13,0
video (13).avi,14,0
video (13).avi,15,0
video (13).avi,16,0
video (13).avi,17,0
video (13).avi,18,0
video (13).avi,19,0
video (13).avi,20,0
video (13).avi,21,0
video (13).avi,22,0
video (13).avi,23,0
video (13).avi,24,0
video (13).avi,25,0
video (13).avi,26,0
video (13).avi,27,0
video (13).avi,28,0
video (13).avi,29,0
video (13).avi,30,0
video (13).avi,31,0
video (13).avi,32,0
video (13).avi,33,0
video (13).avi,34,0
video (13).avi,35,0
video (13).avi,36,0
video (13).avi,37,0
video (13).avi,38,0
video (13).avi,39,0
video (13).avi,40,0
video (13).avi,41,0
video (13).avi,42,0
video (13).avi,43,0
video (13).avi,44,0
video (13).avi,45,0
video (13).avi,46,0
video (13).avi,47,0
video (13).avi,48,0
video (13).avi,49,0
video (13).avi,50,0
video (13).avi,51,0
video (13).avi,52,0
video (13).avi,53,0
video (13).avi,54,0
video (13).avi,55,0
video (13).avi,56,0
video (13).avi,57,0
video (13).avi,58,0
video (13).avi,59,0
video (13).avi,60,0
video (13).avi,61,0
video (13).avi,62,0
video (13).avi,63,0
video (13).avi,64,0
video (13).avi,65,0
video (13).avi,66,0
video (13).avi,67,0
video (13).avi,68,0
video (13).avi,69,0
video (13).avi,70,0
video (13).avi,71,0
video (13).avi,72,0
video (13).avi,73,0
video (13).avi,74,0
video (13).avi,75,0
video (13).avi,76,0
video (13).avi,77,0
video (13).avi,78,0
video (13).avi,79,0
video (13).avi,80,0
video (13).avi,81,0
video (13).avi,82,0
video (13).avi,83,0
video (13).avi,84,0
video (13).avi,85,0
video (13).avi,86,0
video (13).avi,87,0
video (13).avi,88,0
video (13).avi,89,0
video (13).avi,90,0
video (13).avi,91,0
video (13).avi,92,0
video (13).avi,93,0
video (13).avi,94,0
video (13).avi,95,0
video (13).avi,96,0
video (13).avi,97,0
video (13).avi,98,0
video (13).avi,99,0
video (13).avi,100,0
video (13).avi,101,0
video (13).avi,102,0
video (13).avi,103,0
video (13).avi,104,0
video (13).avi,105,0
video (13).avi,106,0
video (13).avi,107,0
video (13).avi,108,0
video (13).avi,109,0
video (13).avi,110,0
video (13).avi,111,0
video (13).avi,112,0
video (13).avi,113,0
video (13).avi,114,0
video (13).avi,115,0
video (13).avi,116,0
video (13).avi,117,0
video (13).avi,118,0
video (13).avi,119,0
video (13).avi,120,0
video (13).avi,121,0
video (13).avi,122,0
video (13).avi,123,0
video (13).avi,124,0
video (13).avi,125,0
video (13).avi,126,0
video (13).avi,127,0
video (13).avi,128,0
video (13).avi,129,0
video (13).avi,130,0
video (13).avi,131,0
video (13).avi,132,0
video (13).avi,133,0
video (13).avi,134,0
video (13).avi,135,0
video (13).avi,136,0
video (13).avi,137,0
video (13).avi,138,0
video (13).avi,139,0
video (13).avi,140,0
video (13).avi,141,0
video (13).avi,142,0
video (13).avi,143,0
video (13).avi,144,0
video (13).avi,145,0
video (13).avi,146,0
video (13).avi,147,0
video (13).avi,148,0
video (13).avi,149,0
video (13).avi,150,0
video (13).avi,151,0
video (13).avi,152,0
video (13).avi,153,0
video (13).avi,154,0
video (13).avi,155,0
video (13).avi,156,0
video (13).avi,157,0
video (13).avi,158,0
video (13).avi,159,0
video (13).avi,160,0
video (13).avi,161,0
video (13).avi,162,0
video (13).avi,163,0
video (13).avi,164,0
video (13).avi,165,0
video (13).avi,166,0
video (13).avi,167,0
